"measurementscale","fallwinterspring","grade","RIT","student_percentile"
"Mathematics","Fall",3,176,17
"Mathematics","Fall",4,186,17
"Mathematics","Fall",5,195,17
"Mathematics","Fall",6,199,17
"Mathematics","Fall",7,204,17
"Mathematics","Fall",8,207,17
"Mathematics","Fall",9,208,17
"Mathematics","Fall",10,210,17
"Mathematics","Fall",11,212,17
"Mathematics","Fall",12,212,17
"Mathematics","Fall",0,128,18
"Mathematics","Fall",1,149,18
"Mathematics","Fall",2,163,18
"Mathematics","Fall",3,176,18
"Mathematics","Fall",4,186,18
"Mathematics","Fall",5,195,18
"Mathematics","Fall",6,200,18
"Mathematics","Fall",7,204,18
"Mathematics","Fall",8,208,18
"Mathematics","Fall",9,208,18
"Mathematics","Fall",10,211,18
"Mathematics","Fall",11,213,18
"Mathematics","Fall",12,213,18
"Mathematics","Fall",0,129,19
"Mathematics","Fall",1,149,19
"Mathematics","Fall",2,164,19
"Mathematics","Fall",3,177,19
"Mathematics","Fall",4,187,19
"Mathematics","Fall",5,196,19
"Mathematics","Fall",6,201,19
"Mathematics","Fall",7,205,19
"Mathematics","Fall",8,208,19
"Mathematics","Fall",9,209,19
"Mathematics","Fall",10,211,19
"Mathematics","Fall",11,214,19
"Mathematics","Fall",12,214,19
"Mathematics","Fall",0,129,20
"Mathematics","Fall",1,150,20
"Mathematics","Fall",2,164,20
"Mathematics","Fall",3,177,20
"Mathematics","Fall",4,187,20
"Mathematics","Fall",5,196,20
"Mathematics","Fall",6,201,20
"Mathematics","Fall",7,206,20
"Mathematics","Fall",8,209,20
"Mathematics","Fall",9,210,20
"Mathematics","Fall",10,212,20
"Mathematics","Fall",11,214,20
"Mathematics","Fall",12,215,20
"Mathematics","Fall",0,130,21
"Mathematics","Fall",1,150,21
"Mathematics","Fall",2,165,21
"Mathematics","Fall",3,178,21
"Mathematics","Fall",4,188,21
"Mathematics","Fall",5,197,21
"Mathematics","Fall",6,202,21
"Mathematics","Fall",7,206,21
"Mathematics","Fall",8,210,21
"Mathematics","Fall",9,210,21
"Mathematics","Fall",10,213,21
"Mathematics","Fall",11,215,21
"Mathematics","Fall",12,216,21
"Mathematics","Fall",0,130,22
"Mathematics","Fall",1,150,22
"Mathematics","Fall",2,165,22
"Mathematics","Fall",3,178,22
"Mathematics","Fall",4,188,22
"Mathematics","Fall",5,197,22
"Mathematics","Fall",6,202,22
"Mathematics","Fall",7,207,22
"Mathematics","Fall",8,210,22
"Mathematics","Fall",9,211,22
"Mathematics","Fall",10,213,22
"Mathematics","Fall",11,216,22
"Mathematics","Fall",12,216,22
"Mathematics","Fall",0,130,23
"Mathematics","Fall",1,151,23
"Mathematics","Fall",2,165,23
"Mathematics","Fall",3,179,23
"Mathematics","Fall",4,189,23
"Mathematics","Fall",5,198,23
"Mathematics","Fall",6,203,23
"Mathematics","Fall",7,207,23
"Mathematics","Fall",8,211,23
"Mathematics","Fall",9,212,23
"Mathematics","Fall",10,214,23
"Mathematics","Fall",11,216,23
"Mathematics","Fall",12,217,23
"Mathematics","Fall",0,131,24
"Mathematics","Fall",1,151,24
"Mathematics","Fall",2,166,24
"Mathematics","Fall",3,179,24
"Mathematics","Fall",4,189,24
"Mathematics","Fall",5,198,24
"Mathematics","Fall",6,203,24
"Mathematics","Fall",7,208,24
"Mathematics","Fall",8,212,24
"Mathematics","Fall",9,212,24
"Mathematics","Fall",10,215,24
"Mathematics","Fall",11,217,24
"Mathematics","Fall",12,218,24
"Mathematics","Fall",0,131,25
"Mathematics","Fall",1,152,25
"Mathematics","Fall",2,166,25
"Mathematics","Fall",3,179,25
"Mathematics","Fall",4,190,25
"Mathematics","Fall",5,199,25
"Mathematics","Fall",6,204,25
"Mathematics","Fall",7,208,25
"Mathematics","Fall",8,212,25
"Mathematics","Fall",9,213,25
"Mathematics","Fall",10,215,25
"Mathematics","Fall",11,218,25
"Mathematics","Fall",12,218,25
"Mathematics","Fall",0,132,26
"Mathematics","Fall",1,152,26
"Mathematics","Fall",2,167,26
"Mathematics","Fall",3,180,26
"Mathematics","Fall",4,190,26
"Mathematics","Fall",5,199,26
"Mathematics","Fall",6,204,26
"Mathematics","Fall",7,209,26
"Mathematics","Fall",8,213,26
"Mathematics","Fall",9,214,26
"Mathematics","Fall",10,216,26
"Mathematics","Fall",11,218,26
"Mathematics","Fall",12,219,26
"Mathematics","Fall",0,132,27
"Mathematics","Fall",1,152,27
"Mathematics","Fall",2,167,27
"Mathematics","Fall",3,180,27
"Mathematics","Fall",4,191,27
"Mathematics","Fall",5,200,27
"Mathematics","Fall",6,205,27
"Mathematics","Fall",7,210,27
"Mathematics","Fall",8,213,27
"Mathematics","Fall",9,214,27
"Mathematics","Fall",10,217,27
"Mathematics","Fall",11,219,27
"Mathematics","Fall",12,220,27
"Mathematics","Fall",0,132,28
"Mathematics","Fall",1,153,28
"Mathematics","Fall",2,167,28
"Mathematics","Fall",3,181,28
"Mathematics","Fall",4,191,28
"Mathematics","Fall",5,200,28
"Mathematics","Fall",6,205,28
"Mathematics","Fall",7,210,28
"Mathematics","Fall",8,214,28
"Mathematics","Fall",9,215,28
"Mathematics","Fall",10,217,28
"Mathematics","Fall",11,220,28
"Mathematics","Fall",12,220,28
"Mathematics","Fall",0,133,29
"Mathematics","Fall",1,153,29
"Mathematics","Fall",2,168,29
"Mathematics","Fall",3,181,29
"Mathematics","Fall",4,192,29
"Mathematics","Fall",5,201,29
"Mathematics","Fall",6,206,29
"Mathematics","Fall",7,211,29
"Mathematics","Fall",8,214,29
"Mathematics","Fall",9,215,29
"Mathematics","Fall",10,218,29
"Mathematics","Fall",11,220,29
"Mathematics","Fall",12,221,29
"Mathematics","Fall",0,133,30
"Mathematics","Fall",1,154,30
"Mathematics","Fall",2,168,30
"Mathematics","Fall",3,181,30
"Mathematics","Fall",4,192,30
"Mathematics","Fall",5,201,30
"Mathematics","Fall",6,206,30
"Mathematics","Fall",7,211,30
"Mathematics","Fall",8,215,30
"Mathematics","Fall",9,216,30
"Mathematics","Fall",10,218,30
"Mathematics","Fall",11,221,30
"Mathematics","Fall",12,222,30
"Mathematics","Fall",0,133,31
"Mathematics","Fall",1,154,31
"Mathematics","Fall",2,169,31
"Mathematics","Fall",3,182,31
"Mathematics","Fall",4,192,31
"Mathematics","Fall",5,202,31
"Mathematics","Fall",6,207,31
"Mathematics","Fall",7,212,31
"Mathematics","Fall",8,216,31
"Mathematics","Fall",9,217,31
"Mathematics","Fall",10,219,31
"Mathematics","Fall",11,222,31
"Mathematics","Fall",12,222,31
"Mathematics","Fall",0,134,32
"Mathematics","Fall",1,154,32
"Mathematics","Fall",2,169,32
"Mathematics","Fall",3,182,32
"Mathematics","Fall",4,193,32
"Mathematics","Fall",5,202,32
"Mathematics","Fall",6,207,32
"Mathematics","Fall",7,212,32
"Mathematics","Fall",8,216,32
"Mathematics","Fall",9,217,32
"Mathematics","Fall",10,220,32
"Mathematics","Fall",11,222,32
"Mathematics","Fall",12,223,32
"Mathematics","Fall",0,134,33
"Mathematics","Fall",1,155,33
"Mathematics","Fall",2,169,33
"Mathematics","Fall",3,183,33
"Mathematics","Fall",4,193,33
"Mathematics","Fall",5,202,33
"Mathematics","Fall",6,208,33
"Mathematics","Fall",7,213,33
"Mathematics","Fall",8,217,33
"Mathematics","Fall",9,218,33
"Mathematics","Fall",10,220,33
"Mathematics","Fall",11,223,33
"Mathematics","Fall",12,224,33
"Mathematics","Fall",0,134,34
"Mathematics","Fall",1,155,34
"Mathematics","Fall",2,170,34
"Mathematics","Fall",3,183,34
"Mathematics","Fall",4,194,34
"Mathematics","Fall",5,203,34
"Mathematics","Fall",6,208,34
"Mathematics","Fall",7,213,34
"Mathematics","Fall",8,217,34
"Mathematics","Fall",9,218,34
"Mathematics","Fall",10,221,34
"Mathematics","Fall",11,223,34
"Mathematics","Fall",12,224,34
"Mathematics","Fall",0,135,35
"Mathematics","Fall",1,155,35
"Mathematics","Fall",2,170,35
"Mathematics","Fall",3,183,35
"Mathematics","Fall",4,194,35
"Mathematics","Fall",5,203,35
"Mathematics","Fall",6,209,35
"Mathematics","Fall",7,213,35
"Mathematics","Fall",8,218,35
"Mathematics","Fall",9,219,35
"Mathematics","Fall",10,221,35
"Mathematics","Fall",11,224,35
"Mathematics","Fall",12,225,35
"Mathematics","Fall",0,135,36
"Mathematics","Fall",1,156,36
"Mathematics","Fall",2,170,36
"Mathematics","Fall",3,184,36
"Mathematics","Fall",4,194,36
"Mathematics","Fall",5,204,36
"Mathematics","Fall",6,209,36
"Mathematics","Fall",7,214,36
"Mathematics","Fall",8,218,36
"Mathematics","Fall",9,219,36
"Mathematics","Fall",10,222,36
"Mathematics","Fall",11,224,36
"Mathematics","Fall",12,225,36
"Mathematics","Fall",0,135,37
"Mathematics","Fall",1,156,37
"Mathematics","Fall",2,171,37
"Mathematics","Fall",3,184,37
"Mathematics","Fall",4,195,37
"Mathematics","Fall",5,204,37
"Mathematics","Fall",6,209,37
"Mathematics","Fall",7,214,37
"Mathematics","Fall",8,219,37
"Mathematics","Fall",9,220,37
"Mathematics","Fall",10,222,37
"Mathematics","Fall",11,225,37
"Mathematics","Fall",12,226,37
"Mathematics","Fall",0,136,38
"Mathematics","Fall",1,156,38
"Mathematics","Fall",2,171,38
"Mathematics","Fall",3,184,38
"Mathematics","Fall",4,195,38
"Mathematics","Fall",5,204,38
"Mathematics","Fall",6,210,38
"Mathematics","Fall",7,215,38
"Mathematics","Fall",8,219,38
"Mathematics","Fall",9,220,38
"Mathematics","Fall",10,223,38
"Mathematics","Fall",11,225,38
"Mathematics","Fall",12,226,38
"Mathematics","Fall",0,136,39
"Mathematics","Fall",1,157,39
"Mathematics","Fall",2,171,39
"Mathematics","Fall",3,185,39
"Mathematics","Fall",4,196,39
"Mathematics","Fall",5,205,39
"Mathematics","Fall",6,210,39
"Mathematics","Fall",7,215,39
"Mathematics","Fall",8,220,39
"Mathematics","Fall",9,221,39
"Mathematics","Fall",10,223,39
"Mathematics","Fall",11,226,39
"Mathematics","Fall",12,227,39
"Mathematics","Fall",0,136,40
"Mathematics","Fall",1,157,40
"Mathematics","Fall",2,172,40
"Mathematics","Fall",3,185,40
"Mathematics","Fall",4,196,40
"Mathematics","Fall",5,205,40
"Mathematics","Fall",6,211,40
"Mathematics","Fall",7,216,40
"Mathematics","Fall",8,220,40
"Mathematics","Fall",9,221,40
"Mathematics","Fall",10,224,40
"Mathematics","Fall",11,227,40
"Mathematics","Fall",12,228,40
"Mathematics","Fall",0,137,41
"Mathematics","Fall",1,157,41
"Mathematics","Fall",2,172,41
"Mathematics","Fall",3,185,41
"Mathematics","Fall",4,196,41
"Mathematics","Fall",5,206,41
"Mathematics","Fall",6,211,41
"Mathematics","Fall",7,216,41
"Mathematics","Fall",8,221,41
"Mathematics","Fall",9,222,41
"Mathematics","Fall",10,224,41
"Mathematics","Fall",11,227,41
"Mathematics","Fall",12,228,41
"Mathematics","Fall",0,137,42
"Mathematics","Fall",1,158,42
"Mathematics","Fall",2,172,42
"Mathematics","Fall",3,186,42
"Mathematics","Fall",4,197,42
"Mathematics","Fall",5,206,42
"Mathematics","Fall",6,211,42
"Mathematics","Fall",7,217,42
"Mathematics","Fall",8,221,42
"Mathematics","Fall",9,222,42
"Mathematics","Fall",10,225,42
"Mathematics","Fall",11,228,42
"Mathematics","Fall",12,229,42
"Mathematics","Fall",0,137,43
"Mathematics","Fall",1,158,43
"Mathematics","Fall",2,173,43
"Mathematics","Fall",3,186,43
"Mathematics","Fall",4,197,43
"Mathematics","Fall",5,206,43
"Mathematics","Fall",6,212,43
"Mathematics","Fall",7,217,43
"Mathematics","Fall",8,222,43
"Mathematics","Fall",9,223,43
"Mathematics","Fall",10,226,43
"Mathematics","Fall",11,228,43
"Mathematics","Fall",12,229,43
"Mathematics","Fall",0,138,44
"Mathematics","Fall",1,158,44
"Mathematics","Fall",2,173,44
"Mathematics","Fall",3,186,44
"Mathematics","Fall",4,197,44
"Mathematics","Fall",5,207,44
"Mathematics","Fall",6,212,44
"Mathematics","Fall",7,218,44
"Mathematics","Fall",8,222,44
"Mathematics","Fall",9,223,44
"Mathematics","Fall",10,226,44
"Mathematics","Fall",11,229,44
"Mathematics","Fall",12,230,44
"Mathematics","Fall",0,138,45
"Mathematics","Fall",1,158,45
"Mathematics","Fall",2,173,45
"Mathematics","Fall",3,187,45
"Mathematics","Fall",4,198,45
"Mathematics","Fall",5,207,45
"Mathematics","Fall",6,213,45
"Mathematics","Fall",7,218,45
"Mathematics","Fall",8,223,45
"Mathematics","Fall",9,224,45
"Mathematics","Fall",10,227,45
"Mathematics","Fall",11,229,45
"Mathematics","Fall",12,230,45
"Mathematics","Fall",0,138,46
"Mathematics","Fall",1,159,46
"Mathematics","Fall",2,174,46
"Mathematics","Fall",3,187,46
"Mathematics","Fall",4,198,46
"Mathematics","Fall",5,208,46
"Mathematics","Fall",6,213,46
"Mathematics","Fall",7,218,46
"Mathematics","Fall",8,223,46
"Mathematics","Fall",9,224,46
"Mathematics","Fall",10,227,46
"Mathematics","Fall",11,230,46
"Mathematics","Fall",12,231,46
"Mathematics","Fall",0,139,47
"Mathematics","Fall",1,159,47
"Mathematics","Fall",2,174,47
"Mathematics","Fall",3,187,47
"Mathematics","Fall",4,198,47
"Mathematics","Fall",5,208,47
"Mathematics","Fall",6,214,47
"Mathematics","Fall",7,219,47
"Mathematics","Fall",8,223,47
"Mathematics","Fall",9,225,47
"Mathematics","Fall",10,228,47
"Mathematics","Fall",11,230,47
"Mathematics","Fall",12,231,47
"Mathematics","Fall",0,139,48
"Mathematics","Fall",1,159,48
"Mathematics","Fall",2,174,48
"Mathematics","Fall",3,188,48
"Mathematics","Fall",4,199,48
"Mathematics","Fall",5,208,48
"Mathematics","Fall",6,214,48
"Mathematics","Fall",7,219,48
"Mathematics","Fall",8,224,48
"Mathematics","Fall",9,225,48
"Mathematics","Fall",10,228,48
"Mathematics","Fall",11,231,48
"Mathematics","Fall",12,232,48
"Mathematics","Fall",0,139,49
"Mathematics","Fall",1,160,49
"Mathematics","Fall",2,175,49
"Mathematics","Fall",3,188,49
"Mathematics","Fall",4,199,49
"Mathematics","Fall",5,209,49
"Mathematics","Fall",6,214,49
"Mathematics","Fall",7,220,49
"Mathematics","Fall",8,224,49
"Mathematics","Fall",9,226,49
"Mathematics","Fall",10,229,49
"Mathematics","Fall",11,231,49
"Mathematics","Fall",12,232,49
"Mathematics","Fall",0,140,50
"Mathematics","Fall",1,160,50
"Mathematics","Fall",2,175,50
"Mathematics","Fall",3,188,50
"Mathematics","Fall",4,200,50
"Mathematics","Fall",5,209,50
"Mathematics","Fall",6,215,50
"Mathematics","Fall",7,220,50
"Mathematics","Fall",8,225,50
"Mathematics","Fall",9,226,50
"Mathematics","Fall",10,229,50
"Mathematics","Fall",11,232,50
"Mathematics","Fall",12,233,50
"Mathematics","Fall",0,140,51
"Mathematics","Fall",1,160,51
"Mathematics","Fall",2,175,51
"Mathematics","Fall",3,189,51
"Mathematics","Fall",4,200,51
"Mathematics","Fall",5,210,51
"Mathematics","Fall",6,215,51
"Mathematics","Fall",7,221,51
"Mathematics","Fall",8,225,51
"Mathematics","Fall",9,227,51
"Mathematics","Fall",10,230,51
"Mathematics","Fall",11,232,51
"Mathematics","Fall",12,234,51
"Mathematics","Fall",0,140,52
"Mathematics","Fall",1,161,52
"Mathematics","Fall",2,176,52
"Mathematics","Fall",3,189,52
"Mathematics","Fall",4,200,52
"Mathematics","Fall",5,210,52
"Mathematics","Fall",6,216,52
"Mathematics","Fall",7,221,52
"Mathematics","Fall",8,226,52
"Mathematics","Fall",9,227,52
"Mathematics","Fall",10,230,52
"Mathematics","Fall",11,233,52
"Mathematics","Fall",12,234,52
"Mathematics","Fall",0,140,53
"Mathematics","Fall",1,161,53
"Mathematics","Fall",2,176,53
"Mathematics","Fall",3,189,53
"Mathematics","Fall",4,201,53
"Mathematics","Fall",5,210,53
"Mathematics","Fall",6,216,53
"Mathematics","Fall",7,222,53
"Mathematics","Fall",8,226,53
"Mathematics","Fall",9,228,53
"Mathematics","Fall",10,231,53
"Mathematics","Fall",11,233,53
"Mathematics","Fall",12,235,53
"Mathematics","Fall",0,141,54
"Mathematics","Fall",1,161,54
"Mathematics","Fall",2,176,54
"Mathematics","Fall",3,190,54
"Mathematics","Fall",4,201,54
"Mathematics","Fall",5,211,54
"Mathematics","Fall",6,216,54
"Mathematics","Fall",7,222,54
"Mathematics","Fall",8,227,54
"Mathematics","Fall",9,228,54
"Mathematics","Fall",10,231,54
"Mathematics","Fall",11,234,54
"Mathematics","Fall",12,235,54
"Mathematics","Fall",0,141,55
"Mathematics","Fall",1,162,55
"Mathematics","Fall",2,177,55
"Mathematics","Fall",3,190,55
"Mathematics","Fall",4,201,55
"Mathematics","Fall",5,211,55
"Mathematics","Fall",6,217,55
"Mathematics","Fall",7,222,55
"Mathematics","Fall",8,227,55
"Mathematics","Fall",9,229,55
"Mathematics","Fall",10,232,55
"Mathematics","Fall",11,234,55
"Mathematics","Fall",12,236,55
"Mathematics","Fall",0,141,56
"Mathematics","Fall",1,162,56
"Mathematics","Fall",2,177,56
"Mathematics","Fall",3,191,56
"Mathematics","Fall",4,202,56
"Mathematics","Fall",5,211,56
"Mathematics","Fall",6,217,56
"Mathematics","Fall",7,223,56
"Mathematics","Fall",8,228,56
"Mathematics","Fall",9,229,56
"Mathematics","Fall",10,232,56
"Mathematics","Fall",11,235,56
"Mathematics","Fall",12,236,56
"Mathematics","Fall",0,142,57
"Mathematics","Fall",1,162,57
"Mathematics","Fall",2,177,57
"Mathematics","Fall",3,191,57
"Mathematics","Fall",4,202,57
"Mathematics","Fall",5,212,57
"Mathematics","Fall",6,218,57
"Mathematics","Fall",7,223,57
"Mathematics","Fall",8,228,57
"Mathematics","Fall",9,230,57
"Mathematics","Fall",10,233,57
"Mathematics","Fall",11,235,57
"Mathematics","Fall",12,237,57
"Mathematics","Fall",0,142,58
"Mathematics","Fall",1,163,58
"Mathematics","Fall",2,178,58
"Mathematics","Fall",3,191,58
"Mathematics","Fall",4,202,58
"Mathematics","Fall",5,212,58
"Mathematics","Fall",6,218,58
"Mathematics","Fall",7,224,58
"Mathematics","Fall",8,229,58
"Mathematics","Fall",9,230,58
"Mathematics","Fall",10,233,58
"Mathematics","Fall",11,236,58
"Mathematics","Fall",12,237,58
"Mathematics","Fall",0,142,59
"Mathematics","Fall",1,163,59
"Mathematics","Fall",2,178,59
"Mathematics","Fall",3,192,59
"Mathematics","Fall",4,203,59
"Mathematics","Fall",5,213,59
"Mathematics","Fall",6,218,59
"Mathematics","Fall",7,224,59
"Mathematics","Fall",8,229,59
"Mathematics","Fall",9,231,59
"Mathematics","Fall",10,234,59
"Mathematics","Fall",11,236,59
"Mathematics","Fall",12,238,59
"Mathematics","Fall",0,143,60
"Mathematics","Fall",1,163,60
"Mathematics","Fall",2,178,60
"Mathematics","Fall",3,192,60
"Mathematics","Fall",4,203,60
"Mathematics","Fall",5,213,60
"Mathematics","Fall",6,219,60
"Mathematics","Fall",7,225,60
"Mathematics","Fall",8,230,60
"Mathematics","Fall",9,231,60
"Mathematics","Fall",10,234,60
"Mathematics","Fall",11,237,60
"Mathematics","Fall",12,238,60
"Mathematics","Fall",0,143,61
"Mathematics","Fall",1,164,61
"Mathematics","Fall",2,179,61
"Mathematics","Fall",3,192,61
"Mathematics","Fall",4,204,61
"Mathematics","Fall",5,213,61
"Mathematics","Fall",6,219,61
"Mathematics","Fall",7,225,61
"Mathematics","Fall",8,230,61
"Mathematics","Fall",9,232,61
"Mathematics","Fall",10,235,61
"Mathematics","Fall",11,237,61
"Mathematics","Fall",12,239,61
"Mathematics","Fall",0,143,62
"Mathematics","Fall",1,164,62
"Mathematics","Fall",2,179,62
"Mathematics","Fall",3,193,62
"Mathematics","Fall",4,204,62
"Mathematics","Fall",5,214,62
"Mathematics","Fall",6,220,62
"Mathematics","Fall",7,226,62
"Mathematics","Fall",8,231,62
"Mathematics","Fall",9,232,62
"Mathematics","Fall",10,235,62
"Mathematics","Fall",11,238,62
"Mathematics","Fall",12,240,62
"Mathematics","Fall",0,144,63
"Mathematics","Fall",1,164,63
"Mathematics","Fall",2,179,63
"Mathematics","Fall",3,193,63
"Mathematics","Fall",4,204,63
"Mathematics","Fall",5,214,63
"Mathematics","Fall",6,220,63
"Mathematics","Fall",7,226,63
"Mathematics","Fall",8,231,63
"Mathematics","Fall",9,233,63
"Mathematics","Fall",10,236,63
"Mathematics","Fall",11,239,63
"Mathematics","Fall",12,240,63
"Mathematics","Fall",0,144,64
